Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	Caprolactam	Nonanoic acid	indole	a-copaene	petasitene	(E)-a-bergamotene	b-caryophyllene	(E)-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(Z)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	(Z)-a-bergamotene	a-humulene	(2E)-2,7-dimethylocta-2,6-dien-1-ol	benzaldehyde	limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	cosmene	(4E,6Z)-alloocimene	furan-3-carbaldehyde	sabinene	3-carene	b-caryophyllene oxide	[(Z)-hex-3-enyl] 2-methylbutanoate	2-butyloctan-1-ol	hexan-1-ol	verbenone	3-methylbutan-1-ol
2D189_July11_08042018.qgd	0	0	57773	0	240044	0	0	30791	0	40013	5740	0	1270729	0	0	0	2558	0	4491	0	75154	0	27965	0	0	31820	0	0	0	0	0	238540	1106701	209769	714352	18047	0	0	0	50965	61591	94197	0	0	268892	72362	11333	0
2C265_July11_08042018.qgd	0	0	50130	0	24767	3532	3591	5857	0	13464	6199	0	168128	245877	0	2435	1570	0	0	3206	13841	21264	4636	0	0	6587	4694	0	2893	4149	0	12026	316640	20220	13623	14028	0	0	428	19044	9172	10879	0	0	0	30322	0	0
6A125_July9_08042018.qgd	0	0	251139	6717	39790	0	0	3296	0	0	4327	3966	197314	270706	0	2298	0	0	0	0	7388	0	1472	0	0	3184	0	0	0	0	0	10506	227691	26341	11627	5375	0	0	466	24539	17203	22907	0	0	51354	16872	1713	0
3C98_July5_08042018.qgd	0	0	132105	8351	13700	5505	5792	7655	0	25180	6835	0	92877	35794	0	0	0	22061	0	0	12996	0	4636	0	35054	0	2318	0	3246	4419	0	0	231305	11527	6394	6046	761	0	0	21457	3217	4649	0	0	0	0	0	0
4A117_July11_08042018.qgd	120972	0	1321341	232617	9856	0	10750	4993	0	42329	4396	0	150953	150866	0	0	3360	0	0	73215	8246	6020	4142	0	472047	47258	131074	5537	14106	34440	19289	0	270907	187369	51814	646412	0	3983	1884	48385	22189	8410	0	10677	66705	118197	6889	15271
1C60_July11_08042018.qgd	7447	0	225664	0	57049	1567	0	8097	0	0	5312	14710	233051	445092	0	4612	1324	22694	0	0	0	0	0	4671	37595	10964	9785	0	0	2300	0	11669	334242	45650	14418	27630	0	0	1333	23000	15367	12350	0	0	62831	65697	1596	0
2A171_July11_08042018.qgd	7411	0	268126	0	87860	0	0	11754	0	0	4875	0	389135	592109	0	0	4403	120675	1435	30903	14759	0	16115	5416	52580	41106	35270	17098	0	0	9038	0	505060	83088	256622	19151	0	0	445	81053	24163	31199	0	0	90681	85061	3934	7994
5B22_July9_08042018.qgd	15328	0	150425	25945	7064	9001	9793	5422	0	62070	5043	0	235289	629267	0	3367	2221	195779	0	6609	25733	2236	32731	0	182872	49202	5128	0	0	8247	7726	25361	373374	54506	116094	49950	0	0	849	41692	9640	13073	0	0	129945	62089	2640	0
6A167_July9_08052018.qgd	0	0	101996	20525	105817	0	8439	5731	0	0	0	0	450437	69403	0	0	1145	0	0	0	23550	0	0	1337	9038	13201	0	0	0	9528	0	31297	270963	76104	28610	10211	0	0	0	40717	51401	80798	0	0	45118	28746	0	0
5B15_July9_08052018.qgd	0	0	116374	7482	28940	9419	9419	6374	0	56331	2614	0	175299	108744	0	0	1813	0	0	0	23964	0	32452	0	0	0	4846	0	8050	0	0	0	339636	30117	42413	7310	0	0	947	52856	7062	10935	1253	0	112441	25737	2887	0
2A171_July9_08052018.qgd	0	0	79929	0	18817	0	1084	5247	0	0	2200	0	111760	124298	0	569	1989	13944	0	0	4734	0	2487	0	37602	22376	4096	0	0	7663	0	0	279137	17142	78316	9989	0	0	0	35201	6819	7560	0	0	53764	28229	0	0
6C108_190707_7262019_03.qgd	0	0	119763	0	17994	3185	0	51504	24962	0	7677	0	171044	77996	176624	21605	0	0	0	4045	27015	0	20655	35037	55565	18812	0	0	0	0	0	0	312808	0	66853	10114	0	0	0	42691	5025	9000	0	0	0	0	0	0
Air_190716_7262019_06.qgd	0	0	60177	0	122280	6029	0	31221	68221	0	4035	0	230570	84464	263282	24206	1477	0	0	3219	8695	0	0	0	61752	27881	0	6843	0	6590	0	86340	276139	127095	480604	17102	0	0	1475	58214	27277	53223	0	0	0	0	2360	0
1C47_190717_7262019_07.qgd	0	0	63689	0	3351	0	693	27145	0	0	5027	0	153786	349069	224896	20840	3814	0	0	8630	9120	0	3984	16081	86378	9099	3667	0	1718	4617	0	10585	218350	28234	127943	7089	0	0	586	14004	3496	5363	2936	0	0	35307	0	4468
1B684_190717_7262019_08.qgd	20556	0	332544	179124	239997	7877	3691	17476	0	0	3984	50845	316608	227217	340062	5007	6186	117551	0	35105	9811	0	0	0	102400	38468	1968	6842	6916	9833	7042	152328	271049	288077	38469	33173	0	0	0	45104	52029	47862	6590	0	0	21557	2798	1506
3D256_190716_7262019_09.qgd	43389	0	1332625	140947	8403	17083	3074	13472	21709	0	3427	14014	88928	170962	67238	11378	10008	0	0	103549	12498	0	8023	21926	125266	25870	53704	48126	1202	4473	29689	124366	137065	167373	85664	66687	2381	0	928	14628	27534	4583	7866	0	0	48272	4797	12718
4D61_190716_7262019_10.qgd	0	0	274264	18851	71778	0	0	13725	32396	0	3182	0	207086	0	318339	5974	1832	4935	0	14685	6193	0	0	0	15870	15125	0	4221	2260	6776	3023	22130	153633	61074	117311	10306	0	0	406	29102	20151	39492	0	0	0	0	1271	0
3D282_190716_7262019_11.qgd	0	0	289137	23124	36321	5023	2210	11791	0	6762	8476	0	96129	57806	118650	8346	980	30653	0	11434	0	0	37748	15153	104017	14521	15174	0	3080	1993	0	40037	217336	49068	65876	30352	0	0	392	26787	5963	8236	2595	0	0	16532	0	0
Blank2_7262019_13.qgd	11210	0	103012	0	106878	3231	0	20346	62865	0	1567	0	286467	0	254377	2581	4736	0	0	56929	9728	0	0	143675	94746	44075	0	0	2773	7990	20780	47551	242569	99120	436326	32384	0	0	423	47232	28711	54866	1865	0	0	17495	0	0
1C43_190717_7262019_14.qgd	0	0	43033	0	3401	4241	0	11921	113191	0	753	0	75235	53028	78636	1614	4094	0	0	93990	12612	0	1920	79033	141233	2376	0	0	0	0	32637	0	110862	36080	854386	2614	0	0	1066	7928	3705	0	3370	0	0	0	1354	0
nolabel_190716_7262019_16.qgd	27036	0	293707	165519	26100	34309	7376	17833	463709	0	1742	32519	241082	160994	316042	216567	11770	0	1735	127002	17789	0	0	205348	369148	95100	33492	7847	0	6977	28524	144051	228116	215311	1072222	24680	0	0	7630	43136	30798	47671	6543	0	0	46803	2606	4866
4C109_190716_7262019_17.qgd	0	0	1124210	47558	11724	12429	0	17062	183604	20728	7460	0	73589	72447	164895	175203	2469	0	0	63429	0	0	171309	199781	137553	22508	12658	0	7270	0	20567	0	192162	77947	1013339	10050	1066	0	3493	19048	4469	7142	0	0	0	8407	0	0
3C183_190717_7262019_18.qgd	13621	0	537797	95378	3637	5100	2083	14878	83315	13325	2270	0	130682	87181	337347	19232	2757	0	0	28019	2587	0	11445	38972	152112	26832	76199	8334	3450	22214	7001	82740	135222	110262	213270	28289	0	0	348	29315	20973	25135	1991	0	0	16848	1664	3617
2D211_190707_7262019_19.qgd	5587	0	212958	16857	3336	0	2070	20978	14616	0	3950	0	103074	471149	157059	29150	0	0	0	3795	0	0	7293	18934	27122	3078	805	0	4812	1364	0	18233	297652	31534	34765	7143	0	0	521	13696	3040	1314	1346	0	0	40793	0	0
Air_190717_7262019_21.qgd	0	0	736076	79487	18154	34970	1109	0	324830	12877	4407	0	67772	155618	159266	521012	2245	0	0	55194	0	0	7292	78459	241389	12567	31897	0	3255	2485	13026	70079	191289	70148	934949	7658	1853	0	6234	14025	5298	4706	6108	8380	0	23810	1158	4394
4D357_190722_7262019_22.qgd	0	0	71504	0	89715	2529	0	10095	0	0	1618	22703	222048	29287	156880	17681	914	1209	0	0	9109	0	7571	25235	21625	33953	0	0	1264	4799	0	34292	164486	78464	31464	27253	0	0	336	48240	22046	38539	0	0	0	15667	0	0
6D40_190717_7272019_03.qgd	0	0	56813	0	2430	4894	0	25987	0	2857	3574	0	53207	845883	101965	2597	1405	44085	0	1466	3747	0	0	5647	90785	43717	12576	0	1905	0	0	0	188366	23601	24088	9437	0	0	155	10804	2238	685	2811	0	0	91369	505	3690
6A156_190717_7272019_04.qgd	0	0	29297	0	15709	938	794	28033	25048	4719	5484	498	62022	368356	150471	11487	0	6999	0	1382	3074	0	11399	8379	32531	15991	0	0	0	0	0	0	258498	16195	57696	14668	617	0	0	21386	2298	2415	0	0	0	17507	0	0
6B29_190717_7272019_05.qgd	0	0	182850	0	3308	10363	0	20333	36846	0	3978	0	41623	369716	77420	12666	754	9697	0	7400	0	0	7679	8537	120283	11444	7050	0	0	1215	3394	11226	175101	28046	397774	12647	0	0	1210	11813	2108	843	0	0	5707	20462	0	2470
5C214_190717_7272019_06.qgd	0	0	5009	0	10223	806	858	21422	0	6775	2356	0	166962	228767	224133	9719	0	0	0	0	7202	0	0	6381	14636	5817	0	0	0	0	0	0	203740	16242	83818	9791	0	0	0	15070	1072	0	0	0	0	0	0	0
5D264_190717_7272019_07.qgd	909	0	49532	0	1036	0	0	3035	0	0	1846	428	30890	507539	96336	3231	0	4001	0	0	0	0	0	4574	17077	2750	1122	0	0	0	0	0	70974	4939	8284	3413	0	0	0	5963	1146	851	0	0	0	10258	0	2051
5B1_190717_7272019_08.qgd	0	0	122188	0	111767	3924	0	19136	0	0	5498	44800	288934	129233	364657	7181	1476	0	0	0	13053	0	0	0	19472	32791	0	6709	2581	11060	0	79569	302639	102765	45244	27938	0	0	0	68121	29011	55323	0	0	0	23897	0	0
2B201_19072_7272019_09.qgd	13713	0	3593842	29172	5750	7063	4763	10321	23357	4287	2116	0	46400	107649	145804	4746	7409	137737	0	4976	0	0	6788	6379	187393	74544	0	0	3956	20373	1425	0	162020	75422	96167	15448	1297	0	718	18403	9169	2129	0	0	4985	36660	0	5434
2C268_190722_7272019_10.qgd	0	0	381526	0	13355	0	3184	12080	0	0	6827	0	33937	156960	111250	8723	887	25215	0	17106	0	0	0	8843	106566	25268	12624	0	3273	1569	0	15740	232946	17313	31612	10747	0	0	0	20515	2865	1070	2921	9550	0	24926	0	0
2D257_190722_7272019_12.qgd	93100	0	311124	104291	8241	26630	4992	18980	32541	84406	4851	0	245182	1032623	266075	3477	6092	415780	1392	54892	7640	5671	5090	8760	661554	34818	8080	0	10552	5511	14686	0	275809	122924	149504	99150	0	0	932	14017	8939	6136	15446	0	0	65569	1759	3233
2B92_190722_7272019_13.qgd	22520	0	830969	0	385686	0	0	40413	0	71623	4921	0	2280594	0	0	3898	8312	0	15336	65790	96172	0	0	0	135653	28306	0	124660	40446	87604	19526	324302	625739	417259	492725	22697	0	0	0	81909	68735	193837	0	0	113234	0	25799	1893
2A158_190722_7272019_14.qgd	99144	0	2377132	570929	19385	30976	21462	34238	146309	43731	10345	0	202197	207469	286301	40132	54351	0	3898	907290	83404	0	24302	70658	1329880	291391	187416	22671	7758	0	255451	0	308861	622937	400126	151329	5376	0	6573	40626	69186	28605	26712	0	0	177824	9035	54027
2A679_190722_7272019_15.qgd	27061	0	498277	75796	9212	13785	6439	28288	158195	0	3621	0	367280	95034	418960	104583	4111	15506	0	54651	16464	0	0	0	238789	55773	7236	5825	5481	15156	14259	77388	411592	152296	573069	45755	0	0	4602	54060	33074	60550	0	0	72915	58880	2355	8755
2D221_190724_7272019_16.qgd	0	0	191884	19312	3838	5219	0	19415	109898	5521	4086	0	47405	54866	60467	54603	922	22289	0	30839	7768	0	6145	15054	136094	0	0	0	3260	0	12242	0	196018	61438	664200	5328	0	0	2142	24848	745	3060	0	0	0	0	0	0
6B35_190724_7272019_17.qgd	14581	0	313098	20221	1893	2674	1288	18599	47520	8423	4879	0	45012	464919	80293	10447	2277	599	0	28879	0	0	0	3768	248511	46971	10718	0	1167	9197	7250	17289	203787	37579	179326	18231	0	0	503	14536	6660	1438	0	0	0	14411	0	1783
4C642_190724_7272019_18.qgd	0	0	16193	0	949	0	837	14701	0	2485	2495	0	93449	151492	107561	10631	0	0	0	1613	0	0	4754	0	11281	2020	0	998	0	465	0	0	229749	4177	14953	2273	0	401	335	18978	805	649	0	0	0	15649	0	0
3C183_190722_7272019_19.qgd	0	0	33689	0	16775	0	0	4545	57957	3374	3338	0	68198	224520	148342	71497	0	0	0	7743	0	0	0	7728	27293	9352	0	0	1720	0	0	16752	157323	20533	192132	4605	0	0	1271	18008	1721	3080	0	0	0	0	0	0
3C184_190722_7272019_20.qgd	23037	0	4199511	760951	12197	10030	13131	6457	92613	0	5028	15820	83564	151256	124603	136053	103598	613101	0	527950	66261	0	44357	15017	244216	22201	27489	0	11388	35350	131096	0	177240	793102	258575	26159	0	0	3743	11860	144984	12139	29288	0	0	69379	23885	33387
5C228_190722_7272019_21.qgd	3874	0	374435	4583	867	0	0	4749	0	0	2512	2595	73358	119629	142717	6123	2763	60607	0	35063	0	0	0	6964	86301	2453	1846	7327	3254	9275	8311	4558	118660	10872	9353	25390	0	328	0	5158	2518	1922	1657	3228	0	6488	673	0
5C214_190722_7272019_23.qgd	92183	0	1142779	0	5289	11881	11791	5162	0	14348	3447	0	177821	304774	239325	4118	2650	255695	16741	62065	0	0	11773	3841	814007	182379	34853	2943	6118	14600	21797	120294	209763	145116	13951	223210	0	0	0	45087	13391	9071	0	0	8038	85903	5062	8870
2C300_190724_7272019_24.qgd	129954	0	2030871	662929	27203	91301	20185	17083	33095	20021	7064	0	134548	885122	111658	3579	28905	0	0	324865	18214	0	0	0	1587629	120391	150573	2616	10164	24856	82599	0	321183	548390	86193	114027	5150	4541	5077	27003	48464	8061	22977	0	0	132611	10108	48553
4A68_190717_7272019_26.qgd	33960	0	672937	0	424214	5909	0	27235	0	64686	5103	0	2236615	0	0	4197	5475	0	0	93019	106851	0	0	0	270296	57750	0	0	43751	66191	20473	507697	718113	452660	49268	62987	0	0	0	73001	77171	172608	15116	0	150598	0	23603	4890
4D43_190724_7272019_27.qgd	0	0	30084	0	3379	18018	1024	10352	0	5097	11381	0	90605	213897	236528	14797	0	11764	0	8806	11040	0	0	20934	26483	2855	0	0	1850	8233	0	0	311084	8156	11151	0	0	0	707	23612	1501	1649	0	0	0	34945	1589	6216
5D257_190722_7282019_02.qgd	21570	0	417855	0	148673	10936	6741	23057	0	0	6283	0	352330	443491	303903	10048	14119	153149	0	126016	17059	0	14225	0	259875	76399	8190	0	9585	13232	30030	64466	280713	142497	37214	41489	0	0	0	50754	37935	56585	16499	0	62247	65838	0	6665
3A172_190724_7282019_04.qgd	6660	0	49908	20595	35071	2882	0	11686	21053	0	3015	0	122668	25832	151458	2858	0	0	0	2623	10665	0	5146	0	11132	13914	0	0	0	3197	0	20929	176083	34416	49055	11501	0	0	0	24510	11779	13939	0	0	0	0	0	0
2D222_190724_7282019_05.qgd	0	0	69900	3849	911	0	0	16485	24004	0	1646	0	39831	135967	51632	5737	575	39808	0	6441	0	0	1884	3698	72625	6361	0	0	1541	2187	3128	4262	239798	13673	296967	3345	482	0	716	10244	934	0	0	0	0	5038	0	0
2D258_190724_7282019_06.qgd	6317	0	496644	0	6421	14833	1155	21725	7810	2814	1491	0	60196	391238	82114	7021	13188	1810	0	134382	11112	0	11893	1874	2344	16227	38297	0	1786	6893	28174	19769	91581	29961	83911	9118	1318	0	663	28530	4791	1238	9797	0	0	38900	2620	9079
3A642_190724_7282019_07.qgd	5900	0	165051	31390	8054	28756	1502	7033	0	8732	3396	8524	117889	390135	193796	2805	0	75780	0	8184	14766	0	23566	0	61813	12911	9448	0	2343	4628	2104	0	135198	45135	14031	11207	2584	0	967	25060	11775	11486	0	0	0	23198	0	2226
5C201_190724_7282019_08.qgd	0	0	9623	0	8581	738	278	9432	24418	0	4180	0	49289	734250	154792	24458	0	4329	0	1591	0	0	3349	13050	5358	1851	0	0	0	1142	0	2964	154180	7238	17046	1722	0	0	1108	9570	2757	2966	0	0	0	0	405	0
5C229_190724_7282019_09.qgd	0	0	139388	7994	2829	2070	0	7064	12948	2676	4024	0	45975	65892	282549	11776	0	1434	0	0	0	0	0	17149	6182	0	0	0	0	0	0	0	168722	4576	57151	0	0	0	0	11951	7789	283	0	0	0	0	0	0
3A120_190722_7282019_10.qgd	16756	0	204103	20888	1812	7051	3652	12281	0	7724	4672	3008	118260	1392933	0	3993	0	97212	0	22238	12432	859	37391	3426	427226	28022	26602	0	15394	19977	8156	0	129332	29422	26134	68342	0	0	0	40229	3442	1189	1844	0	0	39682	1390	0
2A166_190724_7282019_13.qgd	26657	756	2072674	205516	13743	45869	3643	19019	117159	21252	6571	0	43729	362493	80006	2141	6074	816087	0	431094	43159	9381	4018	6724	655504	324274	42900	0	7677	45948	124927	0	180720	175599	323553	36724	3913	0	2609	26371	22767	13627	10661	0	0	26501	7153	6461
1D5_190724_7282019_14.qgd	11986	0	4123630	230747	20331	44855	4405	15862	25940	61854	2953	0	50726	193735	67313	2277	1055	435244	0	28314	2758	0	3230	9872	159259	25682	78710	0	3219	24874	10804	0	127743	222341	169459	29591	6313	0	2633	10847	39958	29932	1241	0	3594	28660	29104	23274
2C202_190724_7282019_15.qgd	0	0	27361	13413	1734	1734	1033	15286	65432	0	5344	0	60861	29672	134896	51027	0	11595	0	10436	0	0	5367	6367	78042	2796	0	0	0	3413	4759	13590	276658	47864	422288	3175	0	0	2820	12930	970	1681	0	0	0	0	1230	0
1D19_190724_7282019_16.qgd	0	0	17130	0	35635	0	0	23174	77559	0	7511	0	84416	33590	288544	41537	0	2421	0	15013	7734	0	0	6665	96615	2284	0	0	0	0	8153	0	245419	58727	507147	7250	0	0	1466	24310	0	1748	0	0	0	0	0	0
1A258_190724_7282019_17.qgd	23716	0	269030	11218	2552	4905	0	13899	36930	0	6268	0	51941	406341	77527	5791	583	32270	0	30070	0	0	0	2735	543793	81178	69403	0	4891	6347	7910	0	191005	17190	142733	33793	0	0	352	32162	2866	997	3904	0	0	57594	1175	9058
5A183_190724_7282019_18.qgd	0	0	136660	15538	30107	746	0	15441	0	0	6888	6302	91598	68358	153246	9573	0	25401	0	2487	3991	0	0	2195	40202	13862	3385	0	0	1325	1804	14062	299855	27744	14800	2401	0	0	0	31667	10722	12162	2313	0	0	17345	0	0
4C199_190724_7282019_19.qgd	0	0	77951	14961	8728	25313	721	4539	22413	0	3816	0	89658	453946	167227	32862	0	0	0	5979	8261	0	0	0	11802	3992	973	1164	2178	0	1909	0	121539	27780	92704	4881	3311	0	2085	14433	7619	9386	0	0	10127	14644	0	1249
4D62_190724_7282019_20.qgd	0	0	59203	12743	4698	14557	0	651	41452	0	1192	0	81909	149295	50090	86504	1211	34115	0	6543	3278	0	0	5991	42499	0	0	0	0	0	2936	0	64862	26551	222145	2398	633	0	2196	10102	889	0	907	0	3064	9419	0	290
4D641_190724_7282019_21.qgd	0	0	24172	10771	5713	19805	0	6284	0	0	3287	0	85133	810221	182359	3690	0	4774	0	0	3475	0	7379	0	5607	4878	0	0	1409	0	0	11237	180208	19790	12923	4455	0	0	890	26577	6094	7514	0	0	0	10790	0	0
2C298_190729_812019_02.qgd	45698	0	1508370	282602	14328	41269	8155	13452	49063	142448	7748	0	115160	152826	203338	5681	8503	343773	26865	210353	21628	0	0	0	389804	16317	142859	21051	13078	18722	47958	0	256122	322790	21947	51466	3986	0	992	18969	36557	2469	7745	0	0	41006	3589	8627
5D266_190729_812019_03.qgd	37929	0	43221	0	161551	0	0	75460	0	90198	10708	0	4135266	0	0	8653	4680	0	10156	8182	319378	0	0	0	0	0	0	141108	0	39302	9434	0	2283458	0	828249	0	0	0	0	126622	53867	80818	0	0	757434	98017	76139	0
3C182_190729_812019_04.qgd	0	0	73150	0	4497	16779	1313	5833	0	0	2583	0	381366	362711	488891	3944	0	0	0	18941	18468	0	0	0	0	0	0	0	3870	7612	5344	0	217130	14850	52703	6214	0	0	1086	33837	5646	8390	0	0	0	14000	1622	0
2B177_190729_812019_05.qgd	120056	0	63553	0	156122	28490	0	60487	0	72440	9818	0	3320309	0	0	9995	3942	0	0	19624	218501	0	0	0	0	0	0	121496	0	28507	10522	0	2129248	0	820210	0	0	0	0	142217	45008	66690	0	0	559489	0	17770	0
2C268_190729_812019_06.qgd	0	0	38992	0	129410	14936	0	50372	0	0	16213	0	2578603	0	0	11577	0	0	7665	0	165313	0	0	0	0	0	0	96663	21701	20110	6199	0	1819216	0	507469	0	0	0	0	133972	36961	53897	0	0	351256	0	14477	0
2B99_190729_812019_07.qgd	0	0	360115	42264	1514	4510	4586	4885	0	0	2213	0	289275	611098	352652	3199	7825	273873	0	130026	22890	4235	23000	0	103920	14904	30045	11163	2729	3120	35200	36897	135479	64960	41156	11478	0	0	919	21164	6071	3648	6677	0	0	17873	5462	0
2C277_190729_812019_08.qgd	27343	0	1998155	49688	69110	4334	0	8473	0	0	3186	0	460520	90448	267811	2673	2375	138254	0	23535	18262	0	6533	0	86067	13431	5361	7641	2718	16855	7134	44741	348966	81262	55719	12117	0	0	0	59063	19174	8985	0	0	0	30049	5196	0
3B823_190729_812019_09.qgd	47857	0	33816	0	158762	0	16822	53613	0	43792	11331	0	3439610	321940	0	10721	6390	2920	8969	0	157299	0	0	0	0	0	0	145971	29838	28823	7905	0	2076063	0	725229	0	0	0	0	127387	42087	62068	0	0	554235	106720	17011	0
3C179_190729_812019_10.qgd	12151	0	825612	34406	38271	0	5427	11690	0	0	2773	0	241805	116379	234378	2431	6079	0	3516	83866	9429	0	5025	4395	58150	0	13111	0	5054	3789	17707	31621	251159	44692	37086	14137	0	0	0	42800	9393	3157	5532	0	0	16733	2307	0
2C202_190729_812019_11.qgd	0	0	10565	0	10678	2315	0	9994	0	0	3991	0	231366	363161	224128	4304	0	4064	0	6681	15076	0	0	0	17349	9783	0	0	0	3057	0	16177	252765	9241	43731	9253	0	0	511	28139	2096	3177	0	0	0	11023	0	0
5D240_190729_812019_12.qgd	0	0	23476	0	127844	16759	0	43962	0	0	7780	0	2941634	441331	0	7624	3142	5024	4032	7425	182252	0	0	0	0	0	0	0	25043	14218	0	0	1786753	0	693599	0	0	0	3043	104305	33396	47647	0	0	0	0	15866	0
6D50_190726_812019_13.qgd	0	0	52134	0	140160	0	0	51498	0	0	7518	0	3240122	0	0	7652	5742	0	0	0	277798	0	0	0	0	68182	0	0	0	22500	6160	0	2001990	0	594018	0	0	0	2426	125030	40177	63855	0	0	0	0	19456	0
3C184_190726_812019_14.qgd	40145	0	26305	0	133967	15176	0	41340	0	0	8095	0	2759644	410641	0	16561	2442	3203	7155	6461	186588	0	0	0	109223	0	0	0	0	20006	0	0	1685982	0	588155	0	0	0	2522	92926	28222	50789	0	0	395946	0	16601	4119
3B605_190729_812019_15.qgd	0	0	146072	0	8421	0	601	13562	0	0	2622	0	206528	100355	263653	9267	0	0	0	3843	12514	0	0	0	26191	0	0	0	0	0	0	0	200039	9424	227971	3236	0	0	339	19526	1204	1350	0	0	0	8877	1715	0
2C288_190729_812019_16.qgd	0	0	65954	17952	2169	7156	1671	9054	0	16086	4052	0	150817	471960	346118	5881	2690	663	0	5105	9301	0	0	0	96572	10740	31207	4769	1810	0	0	16348	143733	20918	86354	9255	0	0	930	19014	8460	1051	1275	0	0	54662	0	4467
6D80_190726_812019_17.qgd	7022	0	998444	13665	1327	2081	411	6241	0	9132	1369	0	80335	78237	86131	2925	1906	74816	0	9135	3495	0	4070	0	60175	5893	0	1988	0	4708	3526	13057	90699	13493	12631	11413	0	0	293	19056	3797	1094	0	0	0	15659	0	3021
5C209_190726_812019_18.qgd	0	0	36962	0	124928	11497	13308	32867	0	0	8285	0	2446162	115665	0	18908	2035	0	0	5717	340250	0	0	0	0	0	0	71886	23150	0	6907	0	1271290	0	433428	16467	0	0	1460	80889	29076	46647	0	0	205580	55465	14520	0
5D234_190726_812019_19.qgd	0	0	1128581	14519	4335	9135	0	6474	0	0	5111	0	194061	0	486180	26029	0	47658	0	4816	25440	0	0	8640	29966	0	0	0	1325	4513	0	13407	160632	28336	83124	3885	0	0	733	22067	5775	2884	551	0	0	10156	0	0
5C217_190726_812019_20.qgd	11593	0	1124438	0	6480	15956	0	1633	0	0	797	0	253402	60580	330617	2391	724	22653	4760	7017	6742	15518	21564	0	0	0	0	5615	1503	4926	0	13841	129268	19083	33488	3934	0	0	930	31406	5947	5522	398	0	0	15032	1364	0
5A195_190726_812019_02.qgd	0	0	280649	47464	15166	46182	1405	16290	25547	4397	6185	0	100446	390398	165203	5457	6271	414228	0	19815	0	10198	19730	0	132927	85532	7030	8822	2657	24976	6819	0	217324	59538	26585	50614	3485	2411	2461	17035	6903	1449	0	0	0	37261	0	0
3C185_190726_812019_03.qgd	0	0	72639	0	9793	30855	0	8906	0	0	4018	0	242238	285980	223675	2829	328	0	0	4894	13352	0	7867	0	35455	0	0	3266	2160	2351	1698	0	243962	13831	37562	4657	2350	0	1671	32363	4219	4581	0	0	0	18388	515	0
5A201_190726_812019_04.qgd	47055	0	32664	0	144459	0	0	59204	0	0	11891	0	3715581	0	0	8570	0	0	0	0	195914	0	0	0	0	0	0	104837	0	19531	11205	0	2121517	0	811504	0	0	0	0	131512	37848	60695	0	0	658974	105296	20270	0
3C148_190726_812019_05.qgd	13608	0	23114	0	94840	8856	0	20195	0	0	5335	0	1816454	896991	0	6934	0	6345	0	0	128613	0	68191	0	0	0	0	0	20901	0	6187	0	981725	59539	388684	0	0	6528	1919	49529	26805	51142	0	0	0	40526	14205	0
6D81_190726_812019_06.qgd	53740	6975	442742	74195	3602	7887	1455	16260	0	35028	3807	0	229472	1208632	483523	19367	3339	4785	0	187190	13440	0	16976	0	384165	44619	28940	0	4363	0	33529	0	239436	107152	52713	65073	0	0	435	36511	7513	3346	11411	0	0	45049	0	0
5A203_190726_812019_07.qgd	33834	0	69903	0	14374	1587	0	7531	0	0	5568	0	349630	156320	365678	6265	692	0	0	5695	8631	0	0	7919	0	0	0	0	0	5312	0	0	255970	10056	33745	3871	0	0	0	36607	4143	6924	0	0	0	14534	4422	0
1D34_190724_812019_08.qgd	15329	0	842311	26963	6544	22067	0	6163	0	3926	2436	0	70019	297492	88403	1705	1718	0	0	72965	4979	0	4491	0	163067	19835	15908	7740	1768	0	19116	0	137481	32787	12941	29251	0	0	587	17127	8139	2848	3966	0	0	18637	2801	8209
1A236_190724_812019_09.qgd	35288	0	2226363	209254	14385	25576	0	5594	15070	28796	2089	0	43535	205592	83433	1956	16847	342416	0	67279	4485	0	3480	0	248831	386037	47897	0	0	3690	14437	0	152107	318720	35577	36884	3802	2878	1548	18652	62927	1402	5320	0	4453	17983	7434	5339
1A239_190724_812019_10.qgd	55919	5180	2130003	111519	10657	31488	2696	8236	19005	0	9219	0	22813	185032	49325	1475	28253	1160820	4249	426901	0	7340	6528	0	757210	326686	228627	5377	5423	13204	147085	0	86940	152560	83525	50633	3534	0	620	5085	31111	2012	13941	0	0	54271	9181	24199
3A659_190724_812019_11.qgd	32626	0	3092128	170480	7512	11833	3337	11484	6162	30682	2703	0	44861	142413	57034	1652	22277	561460	0	427826	100413	4724	5134	2623	365742	115783	13685	0	5777	29551	106197	0	100909	223301	50712	30288	4077	0	956	17122	53278	20666	16505	0	0	45646	23254	10448
