Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	Caprolactam	Nonanoic acid	indole	a-copaene	petasitene	(E)-a-bergamotene	b-caryophyllene	(E)-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(Z)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	(Z)-a-bergamotene	a-humulene	(2E)-2,7-dimethylocta-2,6-dien-1-ol	benzaldehyde	limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	cosmene	(4E,6Z)-alloocimene	furan-3-carbaldehyde	sabinene	3-carene	b-caryophyllene oxide	[(Z)-hex-3-enyl] 2-methylbutanoate	2-butyloctan-1-ol	hexan-1-ol	verbenone	3-methylbutan-1-ol
6D46_200708_762021_19.qgd	0	0	42082	0	95965	5623	0	12605	0	63334	2436	0	1298333	64871	498720	4266	11199	0	0	1993	6907	0	14779	0	0	0	0	32179	6273	41873	0	0	800709	66014	43616	0	0	6277	1190	118503	42273	35743	0	0	0	105449	3420	0
6D68_200708_762021_20.qgd	0	0	21861	0	200718	43727	16060	96907	0	300172	13678	0	5091155	426479	0	25712	0	7487	0	0	117455	0	0	0	0	0	0	0	50607	35882	16261	0	2326421	0	304634	250680	0	0	0	114581	131443	144052	0	0	749892	98693	88522	31783
6D71_200708_762021_21.qgd	0	0	27856	0	219080	8458	9806	39977	0	0	8851	0	2373946	372199	0	15903	15823	21667	0	57403	87250	0	0	0	0	99548	0	69107	31136	51643	23339	267028	1216057	287039	156821	0	0	0	2417	74396	131772	133086	0	0	479120	57746	20684	23416
3A638_200708_762021_22.qgd	0	0	52957	0	7844	5033	3038	15248	0	0	3705	0	1586150	0	1163250	2780	10986	0	0	2125	13305	0	22539	0	0	0	0	0	6903	35851	0	0	724096	37053	28829	0	0	5325	726	106082	18789	24121	0	0	0	80890	6726	0
3D892_200708_762021_23.qgd	0	0	91132	0	2903	6567	0	4644	0	0	2877	0	400368	38869	336341	4171	11746	1785	1742	0	4847	0	10019	0	0	0	4455	0	1611	14809	0	0	228962	30560	7887	5148	0	1547	284	44623	10442	11883	0	0	0	54848	3110	12252
3B851_200708_762021_24.qgd	52355	0	72564	0	92876	9644	5820	27739	0	67196	4498	0	2192513	0	0	4296	13420	0	0	0	0	0	0	0	0	0	0	0	8099	50833	0	0	1310755	0	61615	93186	0	9642	886	99256	56703	68081	0	0	319344	140685	5319	33907
3D875_200708_762021_25.qgd	18580	0	22425	0	33423	3672	2440	9383	0	41294	3188	0	1144446	152842	1698382	3880	8651	306	0	0	8186	1456	21358	0	0	0	0	0	5428	28930	0	0	645357	23757	28225	8892	0	4275	0	75354	11679	16576	0	0	178091	91118	9333	0
5A196_200708_772021_02.qgd	0	0	56081	0	5917	6277	0	5635	0	0	2051	0	481090	258302	639970	2557	3257	0	0	5942	0	0	0	0	0	0	3355	0	3732	10666	0	0	302036	18870	11568	6248	0	0	722	43538	9478	11183	0	0	0	36951	3920	0
5A185_200708_772021_03.qgd	0	0	12024	0	147812	7519	7519	32992	0	0	6711	0	2201057	0	0	7526	5999	0	8921	0	65838	0	0	15812	0	0	0	0	0	32948	0	0	1041974	0	111495	93788	0	0	0	51525	84505	106737	0	0	433694	40121	16334	14172
5D274_200708_772021_04.qgd	31229	0	40720	0	7494	4503	3197	16694	0	0	3017	0	1608799	144421	1711244	2796	9812	0	0	0	0	0	0	0	0	0	10876	0	4468	35921	3416	0	915119	0	31830	0	0	5181	909	72724	11738	21179	3942	0	0	119708	12398	0
6C99_200715_772021_05.qgd	29939	0	36926	0	73165	8532	2902	16009	0	57015	3310	0	1520136	164551	1355689	9880	13011	0	0	0	16015	0	0	0	0	0	0	0	8292	41647	0	0	760529	62435	39308	0	0	5199	887	87181	40231	47677	0	0	0	98525	5374	17890
6C96_200715_772021_06.qgd	39937	0	134735	0	11491	19808	4051	9759	0	0	2661	0	896474	518134	469729	3588	26615	143371	0	46534	7040	0	4413	0	149143	0	131215	0	5622	14670	10268	271089	418230	87134	15671	53684	0	0	1678	56611	14657	13393	19417	0	0	84190	2540	0
6A169_200715_772021_07.qgd	0	0	92280	0	39446	2178	0	8195	0	13063	2481	0	306474	87177	456708	4920	3384	0	0	1296	12393	0	66125	0	0	0	0	0	3837	16999	0	0	275269	36596	22295	0	0	0	566	42715	40245	47073	0	0	0	20352	5021	26137
6B243_200715_772021_08.qgd	43957	0	214996	0	93001	17804	0	42080	0	0	8222	0	3512957	372018	0	12958	15892	200670	0	0	0	0	0	16854	0	40434	0	87895	23829	53215	0	0	1874784	0	91271	35509	0	15218	0	69928	48198	44364	28163	0	595621	146085	22617	23101
6B21_200715_772021_09.qgd	0	0	11599	0	133144	7859	7859	44109	0	0	6647	0	2838238	0	0	14225	12486	3734	3477	0	0	0	0	0	24198	82653	60446	66206	17210	25722	0	0	984200	0	158436	71087	0	13698	0	39184	56433	79531	0	0	0	34195	16597	6884
6B120_200715_772021_10.qgd	0	0	40222	0	241461	20537	6446	48321	0	0	5628	0	1606290	0	0	14762	0	0	0	3261	0	0	0	0	0	0	0	0	17347	63544	5994	0	1634083	307803	114830	129397	0	0	0	117928	150882	178768	0	0	295333	96241	14067	48294
6A136_200715_772021_11.qgd	0	0	22040	0	30907	2332	0	10252	0	0	1283	0	800510	138078	1769020	22991	5838	0	0	0	10691	0	15263	4048	0	0	0	0	3221	24761	0	0	379153	25295	39856	0	0	0	544	35175	23637	38720	0	0	0	30842	3585	17255
6A685_200715_772021_12.qgd	0	0	36445	0	119279	8877	4451	23449	0	0	4185	0	1658162	249205	963217	38180	10291	0	0	3156	16906	0	0	0	0	0	0	42738	9679	49634	0	0	1060734	210300	97477	79301	0	0	1103	119252	75381	91495	0	0	285468	97648	6964	43149
6A165_200715_772021_13.qgd	42210	0	32167	0	9706	9359	4922	22704	0	65151	4990	0	2213699	0	0	25100	11629	3840	0	2714	0	0	0	0	145159	0	14930	0	0	42419	0	0	1144606	0	65669	46450	0	7942	890	107341	38462	46138	8342	0	0	158489	20400	8454
2B81_200708_772021_15.qgd	44771	0	70414	0	118580	9395	0	45647	0	97633	15607	0	2892275	0	0	11484	33911	756595	8597	33971	0	17961	139329	0	239079	0	79268	0	27877	37966	15843	0	1648456	0	149531	62092	0	0	1941	84816	53464	54238	66358	0	535782	141443	16059	11661
2A674_200608_772021_16.qgd	0	0	31019	0	156240	26609	13272	71308	0	0	8787	0	4009353	0	0	17976	18056	11261	0	15281	54307	0	0	0	0	0	0	0	0	77433	9916	0	2172885	0	218934	225083	0	0	0	140797	156288	143919	0	0	649067	134425	21657	48824
2D214_200608_772021_17.qgd	0	0	20627	0	85149	15793	8782	39419	0	0	7351	0	2477618	0	0	11073	11312	6452	0	10364	0	0	0	0	232394	68487	0	67334	10946	53336	9515	0	1596878	0	92672	29885	0	0	0	92179	56174	65393	0	0	469025	131379	12335	30440
2B145_200608_772021_18.qgd	0	0	38821	0	7652	15216	0	15233	0	52906	15979	0	1560604	697760	0	13204	14775	0	25838	41041	31710	0	34948	0	360441	45961	98599	0	15084	37619	0	146876	632154	90283	63623	31255	0	7334	2822	49872	43430	53098	28634	0	0	9289	14196	21750
2D204_200608_772021_19.qgd	35276	0	40593	0	69643	8686	3800	16529	0	55398	3614	0	1473513	104125	933861	5158	10552	0	0	7041	8461	0	21383	0	0	0	0	42927	7275	41709	0	0	854278	0	43560	0	0	5549	855	92805	38242	43677	0	0	146478	115865	5720	0
2D187_200608_772021_20.qgd	0	0	31442	0	7255	7440	7440	14397	0	51279	4254	0	1528163	390988	686085	3617	12287	78591	0	5440	0	0	20897	0	0	49963	0	25933	5724	32603	0	0	857310	42324	33740	18944	0	0	1053	73352	29709	37885	0	0	231560	113787	6049	7217
2C270_200608_772021_22.qgd	33624	0	108213	0	109233	18522	0	23258	0	88200	7947	0	2228329	171326	0	18773	2465	3093	0	67594	0	0	0	0	0	0	76858	0	0	33438	16023	0	1048023	223033	44139	0	0	10998	1882	79751	27009	33385	40545	0	0	130852	13779	0
2C277_200608_772021_23.qgd	36523	0	63627	0	6666	15210	6469	15713	0	37537	38803	0	1354882	1305555	749481	8414	162681	1254103	0	0	7121	0	24383	0	523215	0	48477	0	31143	39492	13526	149611	586818	138739	72128	76670	0	10347	8381	58715	52681	62728	7235	0	181101	9843	10355	24556
2A94_200608_772021_24.qgd	0	0	55357	0	27807	2448	0	4834	0	0	2911	0	323619	52828	350732	3713	4502	25310	0	0	0	0	11325	0	0	0	0	4214	0	11851	0	0	337894	25924	10507	5840	0	0	0	78969	20913	25721	0	0	0	44095	3011	24483
5A180_200715_772021_26.qgd	98980	0	150532	0	194660	13068	13068	75269	0	0	8821	0	3734565	0	0	13767	10957	5739	0	10194	70839	0	0	0	0	0	0	97678	30885	54220	13149	0	2038819	0	227892	193111	0	0	0	104931	138069	142357	0	0	0	92041	26266	37910
5B20_200715_772021_27.qgd	0	0	40133	0	234081	6766	0	35983	0	0	4473	0	1045000	610118	858269	4474	8773	0	0	5448	9821	0	19998	0	0	0	18648	0	12998	53293	0	320474	1173248	289921	93063	0	0	0	0	119604	154392	180409	0	0	0	105813	10662	54853
5B288_200715_772021_28.qgd	112905	0	32048	0	71588	27313	12088	65133	0	0	6549	0	3865832	0	0	13640	12341	6495	0	8524	64372	0	0	0	0	0	0	0	0	62337	0	0	2122686	0	196563	211731	0	0	0	131191	139270	143846	0	0	0	115072	61536	39493
5B5_200715_772021_29.qgd	0	0	25619	0	219138	45319	0	65618	0	178730	8175	0	3851258	486998	0	19365	10750	6194	13707	0	76946	0	0	0	0	0	122473	0	50896	62348	13232	0	1954610	0	201677	221499	0	21304	5491	107329	144824	145945	0	0	593666	123167	59789	32274
5C225_200715_772021_30.qgd	15559	0	1366339	0	9751	18863	3118	5377	0	30728	3571	23435	445112	0	569593	2248	0	285136	0	91225	0	2509	9672	0	0	0	36145	0	0	8136	14454	28502	370120	161450	9012	13982	3272	4629	1321	31656	39979	6622	21458	0	0	45224	13096	9232
5C202_200715_772021_31.qgd	0	0	22616	0	199473	30108	12451	54253	0	0	7471	0	2676322	0	0	15534	9301	6278	0	0	60751	0	0	0	0	0	0	0	0	45693	11672	0	1976991	0	186389	204640	0	0	3089	112389	135354	141385	0	0	564238	105506	19106	36087
5D269_200715_772021_32.qgd	42442	0	64503	0	74795	12444	6121	35137	0	0	6706	0	2872651	143926	0	6194	14126	0	0	0	0	0	0	0	0	0	0	53828	0	58931	0	0	1471554	0	64003	111168	0	11082	0	98919	38104	45188	0	0	470954	124507	14046	5343
5D242_200715_772021_33.qgd	41532	0	27818	0	62730	18660	9406	37577	0	146727	8679	0	3654269	368156	0	7230	11998	5252	0	10423	0	0	0	0	0	0	0	88078	19775	39828	12268	0	1652275	0	82673	158984	0	16760	2045	103972	27542	38625	0	0	585423	138441	16645	6975
1A257_200701_772021_35.qgd	0	0	104581	0	13791	25521	0	12448	0	0	4396	0	1113833	165472	719677	11330	9554	38964	52648	0	9204	178545	35394	12974	0	0	0	28732	6124	37203	0	0	655209	46045	26897	11429	0	0	2101	85530	35310	37069	0	0	149920	89519	7359	9920
2A589_200701_772021_36.qgd	0	0	16235	0	195803	12287	12287	64381	0	226385	8317	0	3608642	0	0	16336	0	0	10415	0	102937	0	0	0	0	0	0	92491	0	40269	14842	0	1966611	0	198385	180490	0	0	2654	114795	140544	143765	0	0	580330	92453	59279	33576
1A255_200708_782021_26.qgd	0	0	34032	0	72531	9547	0	13135	0	41390	3864	0	1016650	184774	429271	2202	6197	0	841	2551	9674	0	0	0	0	29453	0	17459	6888	27988	0	0	587704	58112	36535	13815	0	4039	382	62896	51231	62093	0	0	0	51964	5043	21328
1A246_200708_782021_27.qgd	32982	0	76124	0	11325	8065	0	17938	0	88999	3790	0	2263833	161151	1560425	4081	15377	55667	0	8671	15364	0	0	0	0	0	0	0	9731	53041	0	0	1102336	0	39204	0	0	8623	939	114939	25355	32744	0	0	0	153797	6619	0
1A235_200708_782021_28.qgd	95952	0	46214	0	175057	8877	8676	38747	0	183791	3241	0	2160806	307211	916757	2686	7056	2684	0	6195	0	0	47386	0	0	0	0	77151	12829	38845	0	0	1650053	0	101150	168666	0	0	2421	112995	125226	129722	0	0	542243	99055	11420	13027
1A133_200708_782021_29.qgd	0	0	25058	0	177953	10978	10978	46401	0	177212	4339	0	3101279	416542	0	4067	7297	0	0	8764	0	0	0	0	0	0	0	0	21113	45529	0	0	1630425	0	129980	153012	0	0	2730	81324	123268	137254	0	0	584708	70001	18839	19866
1A230_200708_782021_30.qgd	0	0	90176	0	316916	21816	0	47750	0	0	5225	0	1858880	179378	526397	3714	13768	3189	0	17197	22290	0	58077	0	0	0	0	36935	16190	67729	0	0	1711369	365633	149447	177275	0	0	0	146404	201765	214872	16938	0	308300	150072	15957	54778
1A243_200708_782021_31.qgd	42503	0	133409	0	86497	12041	7675	23557	0	92741	3803	0	2694853	263558	875187	2825	12082	14122	0	4955	0	0	38803	0	707409	0	0	0	11805	44848	0	0	1392761	0	49932	0	0	11131	0	92447	25840	35384	22897	0	527088	232019	10563	7736
1B649_200708_782021_32.qgd	0	0	44988	0	308990	25094	7266	46396	0	0	6017	0	1991008	0	1929533	8351	11778	95105	0	12813	82591	0	0	0	0	39766	0	0	21729	64230	0	0	1614498	354498	167483	180202	0	0	0	126554	183179	198191	6938	0	0	126936	16168	40176
1C64_100708_782021_33.qgd	37786	0	179544	0	0	13743	10053	42663	0	179047	7592	0	3926106	0	0	6630	13033	9634	0	35009	57042	0	0	0	0	0	0	93040	20296	42300	0	0	1786087	0	91821	144721	0	19481	0	131589	35987	38352	0	0	683594	154060	15264	0
1C63_200708_782021_34.qgd	0	0	86150	0	364762	10658	0	40410	0	89899	5569	0	1268831	537909	1506604	4566	7762	60749	0	32354	38733	0	0	0	96079	60222	314232	0	17617	49223	15727	303137	1435609	450822	182007	0	0	0	0	118367	172226	202435	22311	0	213028	120071	14768	47046
4B171_32_210709_792021_30.qgd	0	0	912827	0	417393	14372	0	8404	0	0	0	0	1343063	116229	1861447	4195	2830	0	0	0	20469	0	0	0	14909	52475	0	0	10789	24212	0	294975	500180	376169	52363	18636	0	0	2178	37877	316506	167905	0	0	114736	42998	10705	0
1D12_200722_792021_31.qgd	45952	0	211333	247198	46672	146735	0	24345	0	0	7035	0	1341413	287623	1324217	7075	9541	0	0	308072	50004	0	0	0	95997	254438	163333	56978	17468	33192	98031	535656	801352	687065	116816	90381	0	17187	6895	103595	358247	273860	44763	0	82969	85928	13574	0
1D9_200722_792021_32.qgd	29715	0	211328	241346	402419	15510	0	11747	0	0	6301	0	553597	169476	1097283	6310	10721	28830	0	169219	26930	0	0	0	195294	212996	60402	19110	9418	19872	46056	213656	587648	397493	41335	34316	0	0	1696	111142	102668	140933	12511	0	0	67227	9850	0
1D33_200722_792021_33.qgd	0	0	3047951	73541	3766	3886	0	2800	0	6868	1835	0	44525	56452	153482	1883	946	18709	0	4653	0	0	0	2650	0	6215	0	0	0	0	0	71544	133551	94259	3228	3798	0	0	605	24457	22682	4208	0	0	0	0	30536	0
1D31_200722_792021_34.qgd	0	0	73666	0	26866	0	0	3630	0	0	2486	0	119736	384274	291657	1478	0	0	0	0	5354	0	0	0	0	0	0	2021	0	3945	0	0	133419	26141	4866	2518	0	0	0	23565	16198	16218	0	0	0	8658	893	3133
1C60_200722_792021_35.qgd	0	1943	415493	39613	6665	18724	3620	3572	14421	19199	5647	0	49487	318791	169100	4173	0	10490	0	6176	7799	19958	6891	0	64876	21341	213666	18119	5132	982	13843	38034	107945	68838	17609	13963	0	5414	1124	12573	6573	1940	0	0	0	10749	0	4069
1A251_200722_7112021_02.qgd	21914	0	182563	43959	209201	5603	6887	8930	0	0	10135	0	382136	518239	587924	4874	8216	709027	0	78337	13455	0	10233	0	114820	176248	83850	53361	14297	0	35734	73932	476117	202334	58997	50855	0	0	566	70853	78335	108446	26462	0	0	43176	6754	0
1B653_200722_7112021_04.qgd	4387	0	1759326	38116	2258	0	2057	3340	0	14498	2507	4500	40597	35069	67018	1663	10164	272678	0	89279	0	2387	53986	1971	0	98301	21167	0	1925	17120	18872	38626	110463	70581	12605	8846	0	0	0	14872	19604	6689	7870	0	0	15327	14074	0
1B656_200722_7112021_05.qgd	17725	0	299128	29211	6224	9395	4585	5164	0	0	3584	0	54032	182684	98807	3086	754	841638	0	127705	0	9099	11359	0	191905	39721	6091	19708	8622	4155	30134	31944	185339	50890	14284	38839	0	0	1208	19619	15529	4162	12867	0	0	35247	2594	1984
1B672_200722_7112021_06.qgd	37196	9473	177559	29920	5198	12271	7565	8660	10891	9486	18668	0	36694	1007980	155332	2365	10094	6162	0	216580	0	0	9366	0	612100	219097	5501	28605	16893	86408	51207	29285	101267	53857	35785	120922	0	2988	672	6650	4375	0	36264	6237	0	74917	3834	6019
1B650B_200722_7112021_07.qgd	0	0	263320	15962	9446	12234	0	5601	0	4741	3914	0	64596	160659	219530	3176	5354	0	0	49233	0	0	9265	0	34715	17376	38409	0	0	3605	11225	17500	145834	24475	4515	10191	0	5014	1394	15764	8668	3802	9608	0	0	29959	0	5797
3A273_200722_7112021_09.qgd	38477	0	496104	245882	13988	22403	11043	10274	81265	39562	4360	41604	298555	797579	446925	4034	5442	94295	0	7720	0	0	14390	0	206068	21406	33804	0	12585	60411	0	247627	214697	275656	29792	47952	0	0	1596	29465	72454	39010	0	12656	0	57325	5827	5312
2C270_200722_7112021_11.qgd	0	0	343979	113590	16433	31321	0	8081	0	0	3375	37032	392872	183182	513402	12725	12617	0	5409	78597	22843	19617	20423	0	70137	70974	50612	8184	4657	11658	26002	284090	252168	214139	34325	81007	0	7140	2032	46359	106135	73191	7387	0	0	11439	4968	0
2C277_200722_7112021_12.qgd	4062	0	384647	16912	11480	35558	379	2695	0	8022	1357	0	54246	44024	66792	10305	2445	24509	6041	0	69	19040	8501	0	26201	0	773	0	0	607	0	19783	66111	21685	24896	11487	2160	2962	1295	16798	2544	1576	0	0	0	0	8173	0
2C274_200722_7112021_13.qgd	0	0	392306	0	312323	6821	0	10054	0	0	6235	0	854978	0	1053821	14645	3751	0	0	0	24398	0	26267	0	64310	170206	0	0	9455	30402	0	330198	561939	269995	52655	30444	0	0	1020	77791	200252	170420	0	0	68975	30000	9624	0
2C289_200722_7112021_14.qgd	10312	0	180646	32617	4402	16582	2080	2777	0	6792	2561	0	73361	231503	109989	1855	650	0	8224	2640	15711	49851	15141	0	136057	50778	44084	3674	1961	1777	0	33800	80674	39004	16922	34814	0	4290	571	10988	5965	3540	0	0	0	15743	0	0
2C262_200722_7112021_15.qgd	6322	0	343380	37344	6904	17312	4073	3553	0	5859	1410	5354	120111	381909	161468	1870	10228	93771	0	56650	16551	5439	11211	0	154929	77145	3905	0	1024	2389	13365	39818	83007	71663	36461	24047	2101	3340	1102	16584	15287	8362	11333	0	0	11425	5287	765
2C297_200722_7112021_16.qgd	0	0	198524	0	1466	230	0	268	6960	1775	1100	0	33522	53333	73970	1518	0	3617	0	3880	3552	0	6378	0	4812	0	821	0	0	383	0	5736	80234	4952	13343	3885	0	0	186	12675	905	679	0	0	0	0	0	0
2C293_200722_7112021_17.qgd	42823	0	1690084	370889	22885	82518	8747	4221	34455	61457	2783	13849	182070	135824	286295	3620	5794	0	0	428829	9329	0	128405	0	138656	75762	84578	9203	11352	9921	131710	318633	176666	388355	28012	465775	7882	10434	3440	21249	104619	27399	36183	23121	0	18720	0	0
2C292_200722_7112021_18.qgd	33718	0	263439	354250	36704	148821	17601	12312	117325	62510	10283	25230	234576	241289	290128	5533	232496	0	0	981135	26469	30708	79646	0	17334	0	162641	0	53293	0	403839	321218	290783	382279	40154	225828	10543	13520	5943	42126	59673	54308	75259	50002	0	77652	10760	0
2B185_200722_7112021_19.qgd	0	0	30175	6973	5032	8596	0	2739	0	3647	2682	0	38662	355454	114103	3604	1001	0	0	11836	5178	0	28432	1318	10613	39644	0	511	0	0	5921	7724	99002	7804	9976	10685	1154	3321	604	12598	2820	1667	0	0	0	4706	0	0
2B188_200722_7112021_20.qgd	0	0	1000303	22889	1992	2355	0	2481	0	3302	2505	3103	41206	129965	88823	2673	915	23925	0	44608	0	0	16443	0	8011	5373	8477	0	0	1164	10266	24020	110475	37300	2802	1305	0	0	445	17019	12400	4320	3348	0	0	0	5863	0
2B189_200722_7112021_22.qgd	0	0	608442	0	21376	0	0	3337	0	0	2204	10679	78494	31410	0	950	627	5967	0	3971	2002	0	17810	0	5057	2483	0	1257	0	0	440	13707	137115	23537	5019	3233	0	0	0	18827	17594	14478	0	0	0	9433	0	0
2B186_200722_7112021_23.qgd	5234	0	248919	22478	8013	16344	865	3306	0	6142	1363	4239	82442	216849	129704	804	3659	34071	0	13951	6707	0	23098	0	42362	28556	22361	3154	943	1643	5290	24204	84841	32096	7249	18787	2159	3274	1159	8292	7814	4788	0	0	0	18224	1777	4838
2B183_200722_7112021_24.qgd	5282	0	263179	43285	5907	12354	7641	3916	20312	21574	2966	0	130963	508486	198849	3166	5801	228190	0	26535	4340	1824	16075	0	26808	26566	32644	0	3012	1949	4868	41694	79065	74872	13503	10019	1462	2274	473	21557	15022	13387	0	0	0	10586	0	0
2B190_200722_7112021_26.qgd	0	0	260615	187728	428506	7997	0	7716	0	180504	5692	0	711313	123927	736588	2139	2291	69517	2391	51666	0	0	23795	0	24168	0	0	17690	12068	12581	15916	244689	464811	413816	42847	21246	0	0	1697	47119	203658	160449	20603	0	64574	70335	4654	0
2B184_200722_7112021_27.qgd	0	0	1130469	0	25237	0	0	940	0	0	865	3627	66963	35583	112982	803	577	4358	0	764	2765	0	10757	0	8897	2007	0	0	0	2523	0	15745	96096	26406	2489	3498	0	0	0	14211	24727	10916	0	0	0	8510	2192	2492
2B81_200722_7112021_29.qgd	40360	0	461366	196547	523836	0	0	9158	0	0	5308	0	1003923	238799	1002460	4324	16032	36253	4315	88339	34295	0	34009	0	140534	66590	138246	33654	13720	30004	29693	424363	623598	484585	58379	48829	0	0	1391	72019	291589	220487	36995	0	91160	96358	9222	0
2B83_200722_7112021_30.qgd	0	0	1251543	0	80822	0	0	2491	0	0	1883	15903	179297	29349	193217	1681	5444	3335	953	10403	0	0	8909	0	28358	0	25907	0	2246	7873	1792	28543	163493	82056	6079	6872	0	0	0	24132	65474	39392	3138	0	0	18212	2340	4508
2B89_200722_7112021_31.qgd	0	0	107651	0	1878	0	0	4135	0	1304	1930	402	55285	42936	79856	976	0	0	0	1439	5467	0	10907	0	1429	1528	0	0	0	0	2981	0	83944	2491	1522	1055	0	0	0	4438	1856	648	1686	0	0	2622	0	0
2B138_200722_7112021_32.qgd	0	0	144500	0	97570	0	0	7696	0	0	2117	18447	356794	45967	454099	1747	1351	0	0	0	11162	0	16336	0	0	0	0	7190	2481	11875	0	22256	222646	88164	11156	4938	0	0	0	34504	58812	56863	0	0	0	10781	3244	0
2D219_200722_7112021_33.qgd	0	0	61610	0	4639	0	0	3585	0	0	3330	0	114073	237533	513292	5319	0	12909	0	0	7043	0	19424	0	0	0	0	0	0	0	0	0	173651	5179	2635	3054	662	0	0	15466	9586	1298	0	0	0	5712	2529	0
2D220_200722_7112021_34.qgd	0	0	1151786	25416	2506	3066	0	3714	0	0	2009	4908	105183	59561	222475	2007	2333	14000	0	0	3727	0	10249	0	29679	2748	14943	2978	0	1505	0	28405	212073	43885	6045	10840	0	0	326	16804	21504	8235	0	6578	0	11235	5232	3179
2D194_200722_7112021_35.qgd	0	0	180882	0	34270	0	0	7869	0	0	1454	6757	157299	28690	194520	2538	0	567	0	0	3635	0	8399	0	0	0	0	2939	0	0	0	0	211716	32816	5387	3092	0	0	0	24203	22476	15867	0	0	0	11064	1037	0
2D207_200722_7112021_36.qgd	0	0	85947	0	16213	0	0	1646	0	0	1673	0	121650	102865	525064	1670	5979	46358	0	6818	7742	755	11606	0	0	0	3592	0	0	18680	0	8065	119517	16564	4509	3644	0	0	0	10272	12743	8603	2459	0	0	7330	0	0
4A124_200729_7122021_02.qgd	2173	0	327858	27555	2072	4762	1137	3629	0	7637	1795	0	28249	450069	164882	1434	0	441	0	0	0	2025	6080	0	23643	6600	0	0	1705	6060	0	25547	103484	36207	8014	11300	0	2442	0	14401	6511	2650	0	0	0	16214	3511	2334
1B650A_200722_redo_7122021_03.qgd	0	0	498980	0	12516	21500	0	12713	0	0	5685	0	1028771	0	1651421	5289	7621	0	0	52855	0	0	0	0	0	29635	48190	0	7922	0	15075	287529	581255	377301	49812	25507	0	0	2432	62467	260062	204503	14168	0	81893	34975	11574	0
4A101_200729_7122021_04.qgd	41605	0	86599	0	432385	12209	8939	11358	0	0	3663	109795	522629	755400	465630	5536	18644	479495	0	0	25263	0	0	0	333096	562000	0	0	7827	15362	0	383458	547840	408994	54475	437395	0	9974	1261	71668	81110	130837	0	0	0	70948	7747	0
4A80_200729_7122021_05.qgd	3571	0	1205222	17501	1964	0	0	2081	0	3056	856	4601	25538	98275	217242	955	3373	3904	0	37513	2270	0	7398	1969	40622	105975	19189	0	0	697	7361	18294	105768	29351	7200	12807	0	0	0	13707	6959	5480	4729	5196	0	13703	0	3101
4A85_200729_7122021_06.qgd	17961	0	256548	0	328149	0	8093	12576	0	0	7557	20470	402405	125302	440374	4591	17441	0	0	102955	16702	0	13318	0	20025	30403	25813	7449	12149	17471	30067	415634	528096	305995	29274	18753	0	0	0	64302	83239	117187	18990	0	0	11350	9836	0
4A99_200729_7122021_07.qgd	0	0	174400	27219	3229	5369	1584	3955	36968	3178	2813	1615	43928	388723	201027	1530	15404	237869	2107	167541	0	0	6719	3066	17278	6105	0	0	4719	801	41401	29060	162167	46606	4550	8624	0	0	0	13250	8358	7116	22666	0	0	41247	0	3115
3A636_200722_redo_7122021_08.qgd	0	0	54893	0	84724	2966	1542	4525	0	0	2805	14432	224675	1162872	368498	2562	4411	239822	0	0	11745	0	14164	0	39199	19541	28601	0	5072	44332	0	29344	156590	80204	22916	17566	0	0	608	26146	27837	48623	0	0	0	20373	4419	0
4B594_200729_7122021_09.qgd	0	0	60398	0	9070	537	718	5567	0	0	4009	0	32770	62017	222765	4473	0	21233	0	974	0	0	4721	4009	0	1015	0	0	0	982	0	0	161656	10760	8423	3743	0	0	0	21360	2648	5069	916	0	0	0	0	0
4C213_200729_7122021_10.qgd	2926	0	104673	29683	2820	3561	2469	4408	18764	0	2421	10078	46571	217667	147883	4362	1915	416477	0	63088	0	6457	11257	0	48929	6662	10291	1604	3324	3946	27141	31052	95892	49910	25866	50347	0	0	0	15536	10963	14504	4662	0	0	17419	1809	0
4C187_200729_7122021_11.qgd	14968	0	82203	0	130039	3978	0	8482	0	0	1029	35836	208901	157313	164217	9131	1654	8507	0	3216	3751	0	8423	0	14537	15327	11200	3488	2623	10855	0	22494	304305	110433	25880	10496	0	0	453	46829	35031	71903	0	0	0	31298	2208	0
4C120_200729_7122021_12.qgd	0	0	83987	0	216804	0	0	8809	0	0	2549	94997	381280	109645	512373	14949	1938	0	0	4052	0	0	0	0	14298	0	27108	7739	5229	16614	0	0	495938	192106	52155	26376	0	0	0	58728	66731	117377	0	0	0	43154	6587	0
